0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.372463768115942,0.22681159420289856,0.43333333333333335,0.6057971014492753,0.5340579710144927,0.4644927536231884,0.3818840579710145,0.30289855072463767,0.5057971014492754,0.5753623188405798,0.4514492753623188,0.5347826086956522,0.6057971014492753,0.5731884057971014,0.5753623188405798,0.48768115942028983,0.2688405797101449
0.22681159420289856,0.22028985507246376,0.3101449275362319,0.4514492753623188,0.38115942028985506,0.38115942028985506,0.2326086956521739,0.1644927536231884,0.3398550724637681,0.4427536231884058,0.3934782608695652,0.3847826086956522,0.4514492753623188,0.3963768115942029,0.45072463768115945,0.3746376811594203,0.24855072463768116
0.43333333333333335,0.3101449275362319,0.563768115942029,0.7217391304347827,0.5710144927536231,0.5014492753623189,0.48478260869565215,0.358695652173913,0.6028985507246377,0.691304347826087,0.5579710144927537,0.6463768115942029,0.7217391304347827,0.6739130434782609,0.6847826086956522,0.5731884057971014,0.3094202898550725
0.6057971014492753,0.4514492753623188,0.7217391304347827,0.9565217391304348,0.7760869565217391,0.7065217391304348,0.6028985507246377,0.45869565217391306,0.7572463768115942,0.9181159420289855,0.7507246376811594,0.8101449275362319,0.9565217391304348,0.8572463768115942,0.9159420289855073,0.7681159420289855,0.39057971014492754
0.5340579710144927,0.38115942028985506,0.5710144927536231,0.7760869565217391,0.6289855072463768,0.5594202898550724,0.48188405797101447,0.3739130434782609,0.6028985507246377,0.7536231884057971,0.6123188405797102,0.644927536231884,0.7760869565217391,0.6818840579710145,0.7355072463768116,0.6536231884057971,0.3108695652173913
0.4644927536231884,0.38115942028985506,0.5014492753623189,0.7065217391304348,0.5594202898550724,0.5362318840579711,0.41231884057971013,0.30434782608695654,0.5565217391304348,0.6840579710144927,0.5811594202898551,0.5753623188405798,0.7065217391304348,0.6123188405797102,0.6811594202898551,0.5840579710144927,0.28695652173913044
0.3818840579710145,0.2326086956521739,0.48478260869565215,0.6028985507246377,0.48188405797101447,0.41231884057971013,0.39855072463768115,0.3101449275362319,0.4673913043478261,0.5644927536231884,0.4623188405797101,0.563768115942029,0.6028985507246377,0.5420289855072464,0.5659420289855073,0.45869565217391306,0.2108695652173913
0.30289855072463767,0.1644927536231884,0.358695652173913,0.45869565217391306,0.3739130434782609,0.30434782608695654,0.3101449275362319,0.2391304347826087,0.3442028985507246,0.4355072463768116,0.34130434782608693,0.3847826086956522,0.45869565217391306,0.3992753623188406,0.42246376811594205,0.35507246376811596,0.1572463768115942
0.5057971014492754,0.3398550724637681,0.6028985507246377,0.7572463768115942,0.6028985507246377,0.5565217391304348,0.4673913043478261,0.3442028985507246,0.563768115942029,0.7188405797101449,0.5804347826086956,0.6210144927536232,0.7572463768115942,0.663768115942029,0.731159420289855,0.5949275362318841,0.30289855072463767
0.5753623188405798,0.4427536231884058,0.691304347826087,0.9181159420289855,0.7536231884057971,0.6840579710144927,0.5644927536231884,0.4355072463768116,0.7188405797101449,0.8869565217391304,0.7231884057971014,0.7717391304347826,0.9181159420289855,0.8188405797101449,0.8775362318840579,0.7420289855072464,0.3869565217391304
0.4514492753623188,0.3934782608695652,0.5579710144927537,0.7507246376811594,0.6123188405797102,0.5811594202898551,0.4623188405797101,0.34130434782608693,0.5804347826086956,0.7231884057971014,0.6115942028985507,0.6478260869565218,0.7507246376811594,0.6659420289855073,0.7246376811594203,0.6043478260869565,0.33260869565217394
0.5347826086956522,0.3847826086956522,0.6463768115942029,0.8101449275362319,0.644927536231884,0.5753623188405798,0.563768115942029,0.3847826086956522,0.6210144927536232,0.7717391304347826,0.6478260869565218,0.6884057971014492,0.8101449275362319,0.7210144927536232,0.7695652173913043,0.6536231884057971,0.3253623188405797
0.6057971014492753,0.4514492753623188,0.7217391304347827,0.9565217391304348,0.7760869565217391,0.7065217391304348,0.6028985507246377,0.45869565217391306,0.7572463768115942,0.9181159420289855,0.7507246376811594,0.8101449275362319,0.9565217391304348,0.8572463768115942,0.9159420289855073,0.7681159420289855,0.39057971014492754
0.5731884057971014,0.3963768115942029,0.6739130434782609,0.8572463768115942,0.6818840579710145,0.6123188405797102,0.5420289855072464,0.3992753623188406,0.663768115942029,0.8188405797101449,0.6659420289855073,0.7210144927536232,0.8572463768115942,0.763768115942029,0.8166666666666667,0.7036231884057971,0.3384057971014493
0.5753623188405798,0.45072463768115945,0.6847826086956522,0.9159420289855073,0.7355072463768116,0.6811594202898551,0.5659420289855073,0.42246376811594205,0.731159420289855,0.8775362318840579,0.7246376811594203,0.7695652173913043,0.9159420289855073,0.8166666666666667,0.8753623188405797,0.7340579710144928,0.3644927536231884
0.48768115942028983,0.3746376811594203,0.5731884057971014,0.7681159420289855,0.6536231884057971,0.5840579710144927,0.45869565217391306,0.35507246376811596,0.5949275362318841,0.7420289855072464,0.6043478260869565,0.6536231884057971,0.7681159420289855,0.7036231884057971,0.7340579710144928,0.6695652173913044,0.37028985507246376
0.2688405797101449,0.24855072463768116,0.3094202898550725,0.39057971014492754,0.3108695652173913,0.28695652173913044,0.2108695652173913,0.1572463768115942,0.30289855072463767,0.3869565217391304,0.33260869565217394,0.3253623188405797,0.39057971014492754,0.3384057971014493,0.3644927536231884,0.37028985507246376,0.2072463768115942
